设备名,识别内容的名称,识别图像（矩形）左下角X值,识别图像（矩形）左下角Y值,识别图像（矩形）左上角X值,识别图像（矩形）左上角Y值,识别图像（矩形）右上角X值,识别图像（矩形）右上角Y值,识别图像（矩形）右下角X值,识别图像（矩形）右下角Y值
i5-12490F+RTX 2060s,足球,1004,114,1004,196,1038,196,1038,114
i5-12490F+RTX 2060s,足球,1429,152,1429,231,1470,231,1470,152
i5-12490F+RTX 2060s,红方队员,1175,170,1175,266,1211,266,1211,170
i5-12490F+RTX 2060s,足球,532,211,532,306,566,306,566,211
i5-12490F+RTX 2060s,足球,1190,228,1190,326,1232,326,1232,228
i5-12490F+RTX 2060s,足球,487,276,487,376,537,376,537,276
i5-12490F+RTX 2060s,红方队员,774,278,774,379,814,379,814,278
i5-12490F+RTX 2060s,蓝方队员,1758,284,1758,388,1795,388,1795,284
i5-12490F+RTX 2060s,足球,1372,369,1372,473,1417,473,1417,369
i5-12490F+RTX 2060s,足球,656,394,656,498,714,498,714,394
i5-12490F+RTX 2060s,红方队员,1038,458,1038,564,1081,564,1081,458
i5-12490F+RTX 2060s,足球,1014,577,1014,681,1079,681,1079,577
i5-12490F+RTX 2060s,足球,784,985,784,1082,846,1082,846,985
i5-12490F+RTX 2060s,足球,996,113,996,196,1028,196,1028,113
i5-12490F+RTX 2060s,足球,1423,151,1423,230,1466,230,1466,151
i5-12490F+RTX 2060s,红方队员,1167,169,1167,260,1205,260,1205,169
i5-12490F+RTX 2060s,足球,527,211,527,309,564,309,564,211
i5-12490F+RTX 2060s,足球,1178,226,1178,327,1232,327,1232,226
i5-12490F+RTX 2060s,足球,479,273,479,378,534,378,534,273
i5-12490F+RTX 2060s,红方队员,765,279,765,390,808,390,808,279
i5-12490F+RTX 2060s,蓝方队员,1745,283,1745,388,1786,388,1786,283
i5-12490F+RTX 2060s,足球,1363,365,1363,473,1413,473,1413,365
i5-12490F+RTX 2060s,足球,646,391,646,497,707,497,707,391
i5-12490F+RTX 2060s,红方队员,1025,454,1025,566,1067,566,1067,454
i5-12490F+RTX 2060s,足球,1001,576,1001,691,1050,691,1050,576
i5-12490F+RTX 2060s,足球,785,986,785,1081,845,1081,845,986
i5-12490F+RTX 2060s,足球,989,113,989,193,1020,193,1020,113
i5-12490F+RTX 2060s,足球,1414,149,1414,229,1453,229,1453,149
i5-12490F+RTX 2060s,红方队员,1161,169,1161,260,1193,260,1193,169
i5-12490F+RTX 2060s,足球,517,209,517,309,560,309,560,209
i5-12490F+RTX 2060s,足球,1171,232,1171,322,1225,322,1225,232
i5-12490F+RTX 2060s,足球,476,273,476,377,524,377,524,273
i5-12490F+RTX 2060s,红方队员,759,278,759,392,799,392,799,278
i5-12490F+RTX 2060s,蓝方队员,1728,282,1728,390,1783,390,1783,282
i5-12490F+RTX 2060s,足球,1358,365,1358,472,1400,472,1400,365
i5-12490F+RTX 2060s,足球,638,392,638,495,698,495,698,392
i5-12490F+RTX 2060s,红方队员,1016,451,1016,560,1061,560,1061,451
i5-12490F+RTX 2060s,足球,989,577,989,695,1044,695,1044,577
i5-12490F+RTX 2060s,足球,785,986,785,1081,847,1081,847,986
i5-12490F+RTX 2060s,红方队员,1860,80,1860,162,1895,162,1895,80
i5-12490F+RTX 2060s,足球,982,110,982,193,1017,193,1017,110
i5-12490F+RTX 2060s,足球,1408,147,1408,230,1447,230,1447,147
i5-12490F+RTX 2060s,红方队员,1155,170,1155,264,1186,264,1186,170
i5-12490F+RTX 2060s,足球,508,207,508,304,552,304,552,207
i5-12490F+RTX 2060s,足球,1163,227,1163,321,1212,321,1212,227
i5-12490F+RTX 2060s,足球,472,267,472,374,514,374,514,267
i5-12490F+RTX 2060s,蓝方队员,1721,279,1721,378,1774,378,1774,279
i5-12490F+RTX 2060s,红方队员,748,278,748,392,788,392,788,278
i5-12490F+RTX 2060s,足球,1354,366,1354,472,1396,472,1396,366
i5-12490F+RTX 2060s,足球,628,393,628,499,679,499,679,393
i5-12490F+RTX 2060s,红方队员,1002,451,1002,558,1054,558,1054,451
i5-12490F+RTX 2060s,足球,981,575,981,697,1033,697,1033,575
i5-12490F+RTX 2060s,红方队员,1849,78,1849,161,1889,161,1889,78
i5-12490F+RTX 2060s,足球,973,106,973,191,1011,191,1011,106
i5-12490F+RTX 2060s,足球,1400,148,1400,231,1437,231,1437,148
i5-12490F+RTX 2060s,红方队员,1147,169,1147,266,1178,266,1178,169
i5-12490F+RTX 2060s,足球,504,205,504,302,547,302,547,205
i5-12490F+RTX 2060s,足球,1158,229,1158,324,1192,324,1192,229
i5-12490F+RTX 2060s,足球,469,263,469,376,511,376,511,263
i5-12490F+RTX 2060s,红方队员,734,274,734,384,781,384,781,274
i5-12490F+RTX 2060s,蓝方队员,1709,282,1709,374,1774,374,1774,282
i5-12490F+RTX 2060s,足球,1341,361,1341,460,1381,460,1381,361
i5-12490F+RTX 2060s,足球,622,396,622,498,670,498,670,396
i5-12490F+RTX 2060s,红方队员,991,451,991,555,1043,555,1043,451
i5-12490F+RTX 2060s,足球,965,570,965,691,1020,691,1020,570
i5-12490F+RTX 2060s,红方队员,1833,78,1833,157,1878,157,1878,78
i5-12490F+RTX 2060s,足球,965,107,965,193,1004,193,1004,107
i5-12490F+RTX 2060s,足球,1396,148,1396,231,1428,231,1428,148
i5-12490F+RTX 2060s,红方队员,1136,170,1136,272,1169,272,1169,170
i5-12490F+RTX 2060s,足球,499,205,499,300,548,300,548,205
i5-12490F+RTX 2060s,足球,1150,233,1150,324,1190,324,1190,233
i5-12490F+RTX 2060s,足球,465,264,465,376,509,376,509,264
i5-12490F+RTX 2060s,红方队员,728,272,728,387,775,387,775,272
i5-12490F+RTX 2060s,蓝方队员,1695,278,1695,379,1760,379,1760,278
i5-12490F+RTX 2060s,足球,1328,356,1328,457,1379,457,1379,356
i5-12490F+RTX 2060s,足球,615,396,615,501,658,501,658,396
i5-12490F+RTX 2060s,红方队员,980,457,980,551,1027,551,1027,457
i5-12490F+RTX 2060s,足球,954,567,954,687,1013,687,1013,567
i5-12490F+RTX 2060s,红方队员,1820,77,1820,163,1865,163,1865,77
i5-12490F+RTX 2060s,足球,959,108,959,190,995,190,995,108
i5-12490F+RTX 2060s,足球,1391,149,1391,230,1422,230,1422,149
i5-12490F+RTX 2060s,红方队员,1131,165,1131,266,1165,266,1165,165
i5-12490F+RTX 2060s,足球,496,206,496,302,547,302,547,206
i5-12490F+RTX 2060s,足球,1140,234,1140,324,1184,324,1184,234
i5-12490F+RTX 2060s,足球,459,265,459,371,506,371,506,265
i5-12490F+RTX 2060s,红方队员,720,270,720,384,771,384,771,270
i5-12490F+RTX 2060s,蓝方队员,1681,285,1681,384,1740,384,1740,285
i5-12490F+RTX 2060s,足球,1321,353,1321,458,1369,458,1369,353
i5-12490F+RTX 2060s,足球,607,398,607,504,653,504,653,398
i5-12490F+RTX 2060s,红方队员,967,456,967,556,1014,556,1014,456
i5-12490F+RTX 2060s,足球,937,566,937,685,1004,685,1004,566
i5-12490F+RTX 2060s,红方队员,786,985,786,1083,846,1083,846,985
i5-12490F+RTX 2060s,红方队员,1809,76,1809,163,1856,163,1856,76
i5-12490F+RTX 2060s,足球,952,111,952,191,983,191,983,111
i5-12490F+RTX 2060s,足球,1382,148,1382,229,1414,229,1414,148
i5-12490F+RTX 2060s,红方队员,1121,166,1121,264,1155,264,1155,166
i5-12490F+RTX 2060s,足球,489,208,489,300,533,300,533,208
i5-12490F+RTX 2060s,足球,1137,229,1137,318,1175,318,1175,229
i5-12490F+RTX 2060s,足球,453,265,453,368,494,368,494,265
i5-12490F+RTX 2060s,红方队员,710,273,710,381,774,381,774,273
i5-12490F+RTX 2060s,蓝方队员,1672,284,1672,388,1738,388,1738,284
i5-12490F+RTX 2060s,足球,1311,353,1311,455,1358,455,1358,353
i5-12490F+RTX 2060s,足球,594,395,594,492,640,492,640,395
i5-12490F+RTX 2060s,红方队员,959,454,959,561,1000,561,1000,454
i5-12490F+RTX 2060s,足球,921,557,921,678,985,678,985,557
i5-12490F+RTX 2060s,红方队员,785,985,785,1083,846,1083,846,985
i5-12490F+RTX 2060s,红方队员,1795,76,1795,166,1847,166,1847,76
i5-12490F+RTX 2060s,足球,948,112,948,190,977,190,977,112
i5-12490F+RTX 2060s,足球,1369,141,1369,227,1408,227,1408,141
i5-12490F+RTX 2060s,红方队员,1109,161,1109,266,1146,266,1146,161
i5-12490F+RTX 2060s,足球,486,206,486,302,527,302,527,206
i5-12490F+RTX 2060s,足球,1131,225,1131,320,1168,320,1168,225
i5-12490F+RTX 2060s,足球,448,267,448,365,487,365,487,267
i5-12490F+RTX 2060s,红方队员,705,270,705,380,751,380,751,270
i5-12490F+RTX 2060s,蓝方队员,1673,285,1673,387,1710,387,1710,285
i5-12490F+RTX 2060s,足球,1296,353,1296,455,1347,455,1347,353
i5-12490F+RTX 2060s,足球,581,392,581,494,632,494,632,392
i5-12490F+RTX 2060s,红方队员,947,456,947,562,984,562,984,456
i5-12490F+RTX 2060s,足球,911,561,911,673,968,673,968,561
i5-12490F+RTX 2060s,足球,785,985,785,1083,846,1083,846,985
i5-12490F+RTX 2060s,红方队员,1787,77,1787,167,1837,167,1837,77
i5-12490F+RTX 2060s,足球,941,110,941,193,968,193,968,110
i5-12490F+RTX 2060s,红方队员,1099,161,1099,242,1136,242,1136,161
i5-12490F+RTX 2060s,足球,1360,146,1360,231,1407,231,1407,146
i5-12490F+RTX 2060s,足球,481,207,481,301,517,301,517,207
i5-12490F+RTX 2060s,足球,1115,207,1115,312,1159,312,1159,207
i5-12490F+RTX 2060s,足球,442,266,442,370,483,370,483,266
i5-12490F+RTX 2060s,红方队员,695,275,695,380,741,380,741,275
i5-12490F+RTX 2060s,蓝方队员,1654,284,1654,386,1702,386,1702,284
i5-12490F+RTX 2060s,足球,1290,354,1290,459,1342,459,1342,354
i5-12490F+RTX 2060s,足球,571,390,571,496,631,496,631,390
i5-12490F+RTX 2060s,红方队员,938,456,938,555,974,555,974,456
i5-12490F+RTX 2060s,足球,904,561,904,670,949,670,949,561
i5-12490F+RTX 2060s,红方队员,1766,82,1766,170,1820,170,1820,82
i5-12490F+RTX 2060s,足球,926,108,926,192,959,192,959,108
i5-12490F+RTX 2060s,足球,1355,142,1355,226,1398,226,1398,142
i5-12490F+RTX 2060s,红方队员,1093,160,1093,243,1129,243,1129,160
i5-12490F+RTX 2060s,足球,475,205,475,301,508,301,508,205
i5-12490F+RTX 2060s,足球,1111,218,1111,311,1154,311,1154,218
i5-12490F+RTX 2060s,足球,436,265,436,369,479,369,479,265
i5-12490F+RTX 2060s,红方队员,689,274,689,381,732,381,732,274
i5-12490F+RTX 2060s,蓝方队员,1646,283,1646,386,1693,386,1693,283
i5-12490F+RTX 2060s,足球,1280,355,1280,461,1333,461,1333,355
i5-12490F+RTX 2060s,足球,561,396,561,488,629,488,629,396
i5-12490F+RTX 2060s,红方队员,922,452,922,562,974,562,974,452
i5-12490F+RTX 2060s,足球,890,558,890,678,934,678,934,558
i5-12490F+RTX 2060s,红方队员,1755,83,1755,169,1812,169,1812,83
i5-12490F+RTX 2060s,足球,916,106,916,194,953,194,953,106
i5-12490F+RTX 2060s,足球,1349,142,1349,225,1392,225,1392,142
i5-12490F+RTX 2060s,红方队员,1086,161,1086,247,1120,247,1120,161
i5-12490F+RTX 2060s,足球,468,199,468,291,501,291,501,199
i5-12490F+RTX 2060s,足球,1101,215,1101,310,1144,310,1144,215
i5-12490F+RTX 2060s,足球,433,267,433,365,474,365,474,267
i5-12490F+RTX 2060s,红方队员,685,272,685,379,725,379,725,272
i5-12490F+RTX 2060s,蓝方队员,1637,280,1637,378,1694,378,1694,280
i5-12490F+RTX 2060s,足球,1275,352,1275,462,1324,462,1324,352
i5-12490F+RTX 2060s,足球,553,395,553,486,609,486,609,395
i5-12490F+RTX 2060s,红方队员,912,452,912,551,960,551,960,452
i5-12490F+RTX 2060s,足球,877,557,877,677,921,677,921,557
i5-12490F+RTX 2060s,红方队员,1751,83,1751,168,1805,168,1805,83
i5-12490F+RTX 2060s,足球,909,108,909,190,945,190,945,108
i5-12490F+RTX 2060s,足球,1341,142,1341,226,1380,226,1380,142
i5-12490F+RTX 2060s,红方队员,1080,160,1080,245,1115,245,1115,160
i5-12490F+RTX 2060s,足球,466,197,466,290,499,290,499,197
i5-12490F+RTX 2060s,足球,1096,218,1096,311,1135,311,1135,218
i5-12490F+RTX 2060s,足球,425,270,425,370,472,370,472,270
i5-12490F+RTX 2060s,红方队员,675,270,675,377,716,377,716,270
i5-12490F+RTX 2060s,蓝方队员,1622,278,1622,376,1682,376,1682,278
i5-12490F+RTX 2060s,足球,1264,351,1264,454,1310,454,1310,351
i5-12490F+RTX 2060s,足球,542,396,542,486,600,486,600,396
i5-12490F+RTX 2060s,红方队员,902,451,902,536,949,536,949,451
i5-12490F+RTX 2060s,足球,863,551,863,670,916,670,916,551
i5-12490F+RTX 2060s,红方队员,1741,80,1741,174,1791,174,1791,80
i5-12490F+RTX 2060s,足球,902,111,902,191,936,191,936,111
i5-12490F+RTX 2060s,足球,1334,142,1334,226,1375,226,1375,142
i5-12490F+RTX 2060s,红方队员,1076,156,1076,239,1106,239,1106,156
i5-12490F+RTX 2060s,足球,456,200,456,284,489,284,489,200
i5-12490F+RTX 2060s,足球,1094,222,1094,309,1129,309,1129,222
i5-12490F+RTX 2060s,足球,415,268,415,367,460,367,460,268
i5-12490F+RTX 2060s,红方队员,661,267,661,374,706,374,706,267
i5-12490F+RTX 2060s,足球,1611,280,1611,371,1685,371,1685,280
i5-12490F+RTX 2060s,足球,1256,347,1256,455,1310,455,1310,347
i5-12490F+RTX 2060s,足球,529,396,529,489,592,489,592,396
i5-12490F+RTX 2060s,红方队员,881,455,881,549,931,549,931,455
i5-12490F+RTX 2060s,足球,844,549,844,666,909,666,909,549
i5-12490F+RTX 2060s,红方队员,786,984,786,1083,846,1083,846,984
i5-12490F+RTX 2060s,红方队员,1741,76,1741,168,1781,168,1781,76
i5-12490F+RTX 2060s,足球,897,112,897,194,930,194,930,112
i5-12490F+RTX 2060s,足球,1330,141,1330,224,1367,224,1367,141
i5-12490F+RTX 2060s,红方队员,1062,154,1062,239,1095,239,1095,154
i5-12490F+RTX 2060s,足球,451,200,451,289,485,289,485,200
i5-12490F+RTX 2060s,足球,1083,217,1083,312,1117,312,1117,217
i5-12490F+RTX 2060s,足球,411,265,411,367,463,367,463,265
i5-12490F+RTX 2060s,红方队员,654,266,654,375,702,375,702,266
i5-12490F+RTX 2060s,蓝方队员,1597,281,1597,368,1660,368,1660,281
i5-12490F+RTX 2060s,足球,1248,346,1248,450,1296,450,1296,346
i5-12490F+RTX 2060s,足球,520,392,520,500,575,500,575,392
i5-12490F+RTX 2060s,红方队员,878,450,878,540,918,540,918,450
i5-12490F+RTX 2060s,足球,831,547,831,664,902,664,902,547
i5-12490F+RTX 2060s,红方队员,785,984,785,1083,846,1083,846,984
i5-12490F+RTX 2060s,红方队员,1734,80,1734,176,1769,176,1769,80
i5-12490F+RTX 2060s,足球,892,112,892,194,923,194,923,112
i5-12490F+RTX 2060s,足球,1322,140,1322,221,1357,221,1357,140
i5-12490F+RTX 2060s,红方队员,1057,154,1057,242,1090,242,1090,154
i5-12490F+RTX 2060s,足球,442,198,442,291,475,291,475,198
i5-12490F+RTX 2060s,足球,1074,211,1074,315,1110,315,1110,211
i5-12490F+RTX 2060s,足球,405,264,405,368,461,368,461,264
i5-12490F+RTX 2060s,红方队员,646,264,646,374,693,374,693,264
i5-12490F+RTX 2060s,蓝方队员,1590,277,1590,379,1641,379,1641,277
i5-12490F+RTX 2060s,足球,1238,343,1238,451,1292,451,1292,343
i5-12490F+RTX 2060s,足球,513,391,513,498,567,498,567,391
i5-12490F+RTX 2060s,红方队员,867,448,867,543,911,543,911,448
i5-12490F+RTX 2060s,足球,812,548,812,660,898,660,898,548
i5-12490F+RTX 2060s,红方队员,1725,77,1725,177,1761,177,1761,77
i5-12490F+RTX 2060s,足球,882,109,882,192,914,192,914,109
i5-12490F+RTX 2060s,足球,1318,142,1318,219,1351,219,1351,142
i5-12490F+RTX 2060s,红方队员,1051,151,1051,237,1081,237,1081,151
i5-12490F+RTX 2060s,足球,436,199,436,289,472,289,472,199
i5-12490F+RTX 2060s,足球,1069,231,1069,314,1109,314,1109,231
i5-12490F+RTX 2060s,足球,400,263,400,368,457,368,457,263
i5-12490F+RTX 2060s,红方队员,638,270,638,372,682,372,682,270
i5-12490F+RTX 2060s,蓝方队员,1582,280,1582,376,1621,376,1621,280
i5-12490F+RTX 2060s,足球,1226,344,1226,440,1272,440,1272,344
i5-12490F+RTX 2060s,足球,505,388,505,495,560,495,560,388
i5-12490F+RTX 2060s,红方队员,854,447,854,543,901,543,901,447
i5-12490F+RTX 2060s,足球,808,541,808,654,867,654,867,541
i5-12490F+RTX 2060s,红方队员,1719,72,1719,181,1757,181,1757,72
i5-12490F+RTX 2060s,足球,877,108,877,189,909,189,909,108
i5-12490F+RTX 2060s,足球,1311,142,1311,220,1340,220,1340,142
i5-12490F+RTX 2060s,红方队员,1038,150,1038,232,1078,232,1078,150
i5-12490F+RTX 2060s,足球,431,200,431,287,469,287,469,200
i5-12490F+RTX 2060s,足球,1060,228,1060,317,1106,317,1106,228
i5-12490F+RTX 2060s,足球,398,264,398,368,448,368,448,264
i5-12490F+RTX 2060s,红方队员,631,271,631,371,675,371,675,271
i5-12490F+RTX 2060s,蓝方队员,1575,278,1575,379,1611,379,1611,278
i5-12490F+RTX 2060s,足球,1220,343,1220,440,1267,440,1267,343
i5-12490F+RTX 2060s,足球,503,385,503,496,554,496,554,385
i5-12490F+RTX 2060s,红方队员,840,441,840,541,886,541,886,441
i5-12490F+RTX 2060s,足球,798,545,798,648,849,648,849,545
i5-12490F+RTX 2060s,红方队员,1706,71,1706,168,1747,168,1747,71
i5-12490F+RTX 2060s,足球,870,109,870,190,908,190,908,109
i5-12490F+RTX 2060s,足球,1303,144,1303,220,1336,220,1336,144
i5-12490F+RTX 2060s,红方队员,1030,151,1030,232,1066,232,1066,151
i5-12490F+RTX 2060s,足球,427,199,427,289,469,289,469,199
i5-12490F+RTX 2060s,足球,1052,215,1052,315,1099,315,1099,215
i5-12490F+RTX 2060s,足球,394,259,394,371,441,371,441,259
i5-12490F+RTX 2060s,红方队员,622,269,622,370,664,370,664,269
i5-12490F+RTX 2060s,蓝方队员,1561,278,1561,377,1601,377,1601,278
i5-12490F+RTX 2060s,足球,1212,347,1212,449,1254,449,1254,347
i5-12490F+RTX 2060s,足球,497,384,497,497,549,497,549,384
i5-12490F+RTX 2060s,红方队员,832,437,832,543,879,543,879,437
i5-12490F+RTX 2060s,足球,777,542,777,668,833,668,833,542
i5-12490F+RTX 2060s,红方队员,1692,73,1692,165,1743,165,1743,73
i5-12490F+RTX 2060s,足球,859,108,859,194,896,194,896,108
i5-12490F+RTX 2060s,足球,1294,144,1294,223,1334,223,1334,144
i5-12490F+RTX 2060s,红方队员,1026,154,1026,237,1058,237,1058,154
i5-12490F+RTX 2060s,足球,413,201,413,287,457,287,457,201
i5-12490F+RTX 2060s,足球,1038,213,1038,307,1087,307,1087,213
i5-12490F+RTX 2060s,足球,391,261,391,369,436,369,436,261
i5-12490F+RTX 2060s,红方队员,619,268,619,373,655,373,655,268
i5-12490F+RTX 2060s,蓝方队员,1546,276,1546,375,1594,375,1594,276
i5-12490F+RTX 2060s,足球,1206,344,1206,452,1248,452,1248,344
i5-12490F+RTX 2060s,足球,484,383,484,492,536,492,536,383
i5-12490F+RTX 2060s,红方队员,815,437,815,538,870,538,870,437
i5-12490F+RTX 2060s,足球,770,541,770,666,826,666,826,541
i5-12490F+RTX 2060s,红方队员,1683,76,1683,159,1730,159,1730,76
i5-12490F+RTX 2060s,足球,848,108,848,194,890,194,890,108
i5-12490F+RTX 2060s,足球,1285,143,1285,222,1331,222,1331,143
i5-12490F+RTX 2060s,红方队员,1021,155,1021,233,1054,233,1054,155
i5-12490F+RTX 2060s,足球,406,201,406,284,456,284,456,201
i5-12490F+RTX 2060s,足球,1033,213,1033,306,1086,306,1086,213
i5-12490F+RTX 2060s,足球,390,257,390,361,434,361,434,257
i5-12490F+RTX 2060s,红方队员,614,266,614,373,648,373,648,266
i5-12490F+RTX 2060s,蓝方队员,1536,278,1536,374,1589,374,1589,278
i5-12490F+RTX 2060s,足球,1202,346,1202,450,1246,450,1246,346
i5-12490F+RTX 2060s,足球,473,384,473,494,532,494,532,384
i5-12490F+RTX 2060s,红方队员,806,437,806,537,854,537,854,437
i5-12490F+RTX 2060s,足球,759,537,759,656,812,656,812,537
i5-12490F+RTX 2060s,红方队员,1678,77,1678,162,1723,162,1723,77
i5-12490F+RTX 2060s,足球,842,108,842,193,880,193,880,108
i5-12490F+RTX 2060s,足球,1279,144,1279,221,1324,221,1324,144
i5-12490F+RTX 2060s,红方队员,1014,156,1014,234,1047,234,1047,156
i5-12490F+RTX 2060s,足球,402,200,402,287,449,287,449,200
i5-12490F+RTX 2060s,足球,1028,216,1028,308,1079,308,1079,216
i5-12490F+RTX 2060s,足球,379,255,379,358,421,358,421,255
i5-12490F+RTX 2060s,红方队员,602,265,602,372,640,372,640,265
i5-12490F+RTX 2060s,蓝方队员,1523,280,1523,370,1586,370,1586,280
i5-12490F+RTX 2060s,足球,1190,340,1190,438,1227,438,1227,340
i5-12490F+RTX 2060s,足球,467,390,467,494,526,494,526,390
i5-12490F+RTX 2060s,红方队员,800,436,800,538,842,538,842,436
i5-12490F+RTX 2060s,足球,751,533,751,653,805,653,805,533
i5-12490F+RTX 2060s,红方队员,1669,77,1669,162,1710,162,1710,77
i5-12490F+RTX 2060s,足球,840,110,840,192,872,192,872,110
i5-12490F+RTX 2060s,足球,1271,144,1271,222,1322,222,1322,144
i5-12490F+RTX 2060s,红方队员,1011,153,1011,242,1043,242,1043,153
i5-12490F+RTX 2060s,足球,398,197,398,288,441,288,441,197
i5-12490F+RTX 2060s,足球,1022,216,1022,308,1068,308,1068,216
i5-12490F+RTX 2060s,足球,375,253,375,356,419,356,419,253
i5-12490F+RTX 2060s,红方队员,587,263,587,372,638,372,638,263
i5-12490F+RTX 2060s,蓝方队员,1511,276,1511,372,1559,372,1559,276
i5-12490F+RTX 2060s,足球,1178,336,1178,440,1222,440,1222,336
i5-12490F+RTX 2060s,足球,458,392,458,495,516,495,516,392
i5-12490F+RTX 2060s,红方队员,793,439,793,538,835,538,835,439
i5-12490F+RTX 2060s,足球,733,533,733,645,796,645,796,533
i5-12490F+RTX 2060s,红方队员,1663,77,1663,162,1701,162,1701,77
i5-12490F+RTX 2060s,足球,837,111,837,191,866,191,866,111
i5-12490F+RTX 2060s,红方队员,999,147,999,215,1031,215,1031,147
i5-12490F+RTX 2060s,足球,1263,143,1263,221,1308,221,1308,143
i5-12490F+RTX 2060s,红方队员,1889,189,1889,239,1916,239,1916,189
i5-12490F+RTX 2060s,足球,395,195,395,287,434,287,434,195
i5-12490F+RTX 2060s,足球,1019,217,1019,310,1056,310,1056,217
i5-12490F+RTX 2060s,足球,370,254,370,356,414,356,414,254
i5-12490F+RTX 2060s,红方队员,579,259,579,371,632,371,632,259
i5-12490F+RTX 2060s,蓝方队员,1500,279,1500,372,1550,372,1550,279
i5-12490F+RTX 2060s,足球,1166,334,1166,439,1215,439,1215,334
i5-12490F+RTX 2060s,足球,456,394,456,496,509,496,509,394
i5-12490F+RTX 2060s,红方队员,774,434,774,539,815,539,815,434
i5-12490F+RTX 2060s,足球,718,528,718,643,788,643,788,528
i5-12490F+RTX 2060s,红方队员,1654,76,1654,162,1690,162,1690,76
i5-12490F+RTX 2060s,足球,830,111,830,191,859,191,859,111
i5-12490F+RTX 2060s,足球,1261,142,1261,221,1302,221,1302,142
i5-12490F+RTX 2060s,红方队员,991,149,991,237,1027,237,1027,149
i5-12490F+RTX 2060s,红方队员,1875,174,1875,248,1916,248,1916,174
i5-12490F+RTX 2060s,足球,394,192,394,284,430,284,430,192
i5-12490F+RTX 2060s,足球,1009,209,1009,307,1046,307,1046,209
i5-12490F+RTX 2060s,足球,367,255,367,355,413,355,413,255
i5-12490F+RTX 2060s,红方队员,574,260,574,368,628,368,628,260
i5-12490F+RTX 2060s,蓝方队员,1489,278,1489,379,1529,379,1529,278
i5-12490F+RTX 2060s,足球,1154,335,1154,434,1215,434,1215,335
i5-12490F+RTX 2060s,足球,445,393,445,494,498,494,498,393
i5-12490F+RTX 2060s,红方队员,766,431,766,541,807,541,807,431
i5-12490F+RTX 2060s,足球,709,532,709,639,772,639,772,532
i5-12490F+RTX 2060s,足球,823,109,823,191,857,191,857,109
i5-12490F+RTX 2060s,足球,1260,142,1260,221,1295,221,1295,142
i5-12490F+RTX 2060s,红方队员,984,149,984,235,1020,235,1020,149
i5-12490F+RTX 2060s,红方队员,1712,187,1712,205,1732,205,1732,187
i5-12490F+RTX 2060s,红方队员,1865,168,1865,237,1912,237,1912,168
i5-12490F+RTX 2060s,足球,384,191,384,280,418,280,418,191
i5-12490F+RTX 2060s,足球,1005,210,1005,309,1041,309,1041,210
i5-12490F+RTX 2060s,足球,363,256,363,356,406,356,406,256
i5-12490F+RTX 2060s,红方队员,567,263,567,368,623,368,623,263
i5-12490F+RTX 2060s,蓝方队员,1486,280,1486,378,1526,378,1526,280
i5-12490F+RTX 2060s,足球,1144,336,1144,432,1207,432,1207,336
i5-12490F+RTX 2060s,足球,436,383,436,496,484,496,484,383
i5-12490F+RTX 2060s,红方队员,753,430,753,535,805,535,805,430
i5-12490F+RTX 2060s,足球,699,529,699,645,753,645,753,529
i5-12490F+RTX 2060s,红方队员,1635,77,1635,162,1672,162,1672,77
i5-12490F+RTX 2060s,足球,811,107,811,191,850,191,850,107
i5-12490F+RTX 2060s,红方队员,974,148,974,219,1026,219,1026,148
i5-12490F+RTX 2060s,足球,1253,140,1253,219,1286,219,1286,140
i5-12490F+RTX 2060s,红方队员,1710,190,1710,208,1732,208,1732,190
i5-12490F+RTX 2060s,红方队员,1859,166,1859,240,1899,240,1899,166
i5-12490F+RTX 2060s,足球,381,190,381,281,415,281,415,190
i5-12490F+RTX 2060s,足球,997,213,997,305,1034,305,1034,213
i5-12490F+RTX 2060s,足球,359,255,359,358,400,358,400,255
i5-12490F+RTX 2060s,红方队员,560,266,560,369,606,369,606,266
i5-12490F+RTX 2060s,蓝方队员,1470,280,1470,374,1509,374,1509,280
i5-12490F+RTX 2060s,足球,1136,338,1136,432,1200,432,1200,338
i5-12490F+RTX 2060s,足球,431,389,431,494,479,494,479,389
i5-12490F+RTX 2060s,红方队员,739,433,739,531,795,531,795,433
i5-12490F+RTX 2060s,足球,690,531,690,647,737,647,737,531
i5-12490F+RTX 2060s,红方队员,1622,73,1622,160,1669,160,1669,73
i5-12490F+RTX 2060s,足球,803,107,803,191,843,191,843,107
i5-12490F+RTX 2060s,红方队员,970,150,970,210,1003,210,1003,150
i5-12490F+RTX 2060s,足球,1249,138,1249,218,1279,218,1279,138
i5-12490F+RTX 2060s,红方队员,1851,165,1851,241,1890,241,1890,165
i5-12490F+RTX 2060s,足球,374,191,374,279,410,279,410,191
i5-12490F+RTX 2060s,足球,989,212,989,302,1025,302,1025,212
i5-12490F+RTX 2060s,足球,353,256,353,358,396,358,396,256
i5-12490F+RTX 2060s,红方队员,551,264,551,371,599,371,599,264
i5-12490F+RTX 2060s,蓝方队员,1462,281,1462,373,1501,373,1501,281
i5-12490F+RTX 2060s,足球,1129,340,1129,431,1187,431,1187,340
i5-12490F+RTX 2060s,足球,422,385,422,492,478,492,478,385
i5-12490F+RTX 2060s,红方队员,729,432,729,528,785,528,785,432
i5-12490F+RTX 2060s,足球,682,531,682,648,726,648,726,531
